user_id,age,weight_kg,height_cm,workout_duration_min,workout_type,calories_burned,avg_heart_rate,sleep_hours,steps,active_minutes,resting_heart_rate,vo2_max,stress_level,hydration_liters,recovery_score
824,27,59.3,186.4,106,Strength,218,68,8.7,5678,110,79,49.4,7,1.86,80.3
825,20,68.6,167.7,114,Yoga,363,63,8.1,12740,150,65,57.5,5,1.39,88.7
826,58,96.4,180.6,23,Strength,338,100,5.3,19382,102,80,35.3,1,1.32,74.8
827,35,53.1,179.3,86,HIIT,450,84,5.7,5343,128,46,42.1,5,2.29,81.5
828,53,54.6,177.4,104,Strength,354,93,6.6,6014,41,83,34.7,1,1.83,90.0
829,39,58.1,182.0,72,HIIT,408,132,4.8,7107,118,72,44.9,9,1.5,86.4
830,51,79.8,163.0,21,HIIT,594,68,9.5,13870,52,78,46.2,8,2.53,59.2
831,25,57.5,154.2,87,Cardio,156,141,8.4,6328,145,77,58.3,4,3.35,74.4
832,57,98.4,156.0,84,HIIT,502,134,6.2,6655,83,52,42.4,1,3.2,55.9
833,36,72.3,161.2,98,Strength,166,72,5.8,7858,148,52,47.0,8,1.75,74.6
834,59,75.1,175.0,76,Yoga,145,161,8.1,7620,165,66,56.6,5,1.79,65.6
835,58,62.3,192.0,116,Strength,468,68,6.5,11112,48,71,39.6,1,3.2,62.4
836,54,73.5,185.1,89,Yoga,331,139,5.4,9004,35,72,50.2,2,2.67,51.0
837,23,83.1,189.5,26,HIIT,501,63,6.6,3242,81,55,52.7,5,3.23,73.7
838,43,87.6,167.5,38,Cardio,660,93,9.2,18464,111,71,39.9,9,1.0,83.8
839,51,87.7,170.2,63,HIIT,122,66,4.4,4661,35,45,34.9,8,1.26,74.3
840,23,78.9,169.7,82,HIIT,673,74,6.2,6798,41,83,45.1,8,3.41,44.2
841,54,95.2,159.6,84,Yoga,366,97,9.8,2540,55,72,40.7,9,3.55,95.5
842,50,90.9,153.1,58,Strength,217,134,4.1,5157,165,71,38.0,2,2.03,40.3
843,39,87.9,179.5,102,Cardio,699,155,9.3,6717,144,52,59.2,7,3.88,93.1
844,38,52.8,199.5,45,Cardio,154,150,6.2,7336,44,68,45.1,5,1.9,86.0
845,23,50.3,158.3,63,Cardio,252,153,5.1,9165,31,84,55.7,3,3.67,45.8
846,23,60.6,152.3,31,Cardio,338,111,4.1,11512,159,80,35.9,8,2.27,54.2
847,21,83.2,189.0,41,Strength,364,140,4.4,16728,131,68,58.2,2,2.69,60.9
848,47,70.6,162.6,96,Cardio,367,159,5.0,15754,12,66,53.8,4,2.93,94.6
849,28,70.1,191.5,111,Yoga,212,142,4.2,7209,55,54,54.3,5,1.4,98.8
850,47,94.2,185.2,33,Yoga,265,66,6.0,16490,17,48,41.7,5,1.11,45.2
851,48,94.8,197.3,105,Cardio,107,166,4.3,9645,13,52,44.6,4,2.28,63.8
852,41,95.5,170.4,49,Cardio,316,104,8.2,7740,24,83,47.8,3,1.48,49.0
853,26,65.7,183.1,63,Strength,530,118,8.9,6154,53,59,53.7,3,2.65,56.7
854,20,84.6,173.2,103,Strength,391,80,9.3,4665,176,52,55.5,5,2.36,98.9
855,48,63.6,181.5,110,Cardio,149,87,7.3,8018,129,73,32.3,6,1.37,99.1
856,57,59.5,172.5,57,Strength,206,62,9.7,7713,85,83,57.1,1,3.0,68.3
857,54,59.2,159.4,78,HIIT,108,73,4.0,15071,166,79,58.1,4,1.06,51.0
858,53,67.1,175.4,61,Cardio,555,61,4.8,17327,171,58,47.8,6,1.38,72.8
859,41,71.5,176.4,71,Strength,422,88,5.8,3026,163,76,35.6,2,3.1,59.2
860,48,91.5,190.5,82,Yoga,408,77,8.7,6473,121,51,54.6,5,2.58,95.7
861,23,56.0,186.8,80,Cardio,244,96,9.3,6667,96,77,46.5,9,1.85,89.1
862,19,86.7,183.2,53,Cardio,511,104,7.7,18970,27,79,54.5,3,1.54,58.5
863,37,76.6,155.7,58,Yoga,213,104,6.3,17941,61,71,54.4,3,2.93,41.1
864,45,64.4,186.0,60,Yoga,674,83,8.0,2684,63,45,32.6,9,1.62,99.9
865,28,74.6,175.0,56,Strength,498,179,5.1,5268,51,50,48.2,3,3.95,81.0
866,21,65.0,194.7,84,Yoga,374,105,6.7,17193,102,46,44.5,4,3.61,65.5
867,32,79.8,196.0,98,HIIT,223,71,7.0,2658,150,51,58.4,9,1.4,57.3
868,23,71.7,152.8,51,Cardio,185,112,4.6,3296,41,52,38.9,4,3.58,40.3
869,47,58.2,191.0,27,HIIT,681,104,4.2,3525,92,73,36.2,5,2.04,49.2
870,55,55.8,151.9,116,Strength,146,91,8.5,12274,90,60,56.9,2,2.47,40.4
871,19,77.3,168.4,37,Yoga,300,77,7.2,9150,75,73,34.5,8,1.43,75.9
872,32,95.1,177.1,64,Cardio,375,72,6.0,9792,91,75,50.6,9,1.36,79.8
873,28,67.2,157.4,112,Yoga,648,63,6.6,8604,176,66,39.0,4,3.6,86.0
874,25,86.7,187.3,115,Yoga,229,82,9.7,17053,164,54,47.0,3,2.89,51.2
875,43,82.9,150.4,52,Strength,547,121,6.3,7789,87,48,48.5,4,2.38,45.8
876,22,96.6,158.4,24,Strength,488,113,4.6,9420,63,69,42.5,7,1.11,79.0
877,23,91.0,179.0,101,Strength,675,133,6.8,7753,82,57,59.2,1,3.77,70.0
878,43,78.3,185.7,93,Strength,362,114,7.9,17544,23,61,34.0,2,2.13,92.5
879,21,82.9,195.8,55,Cardio,377,128,4.1,7108,145,84,41.7,5,2.25,72.0
880,36,94.9,185.3,116,HIIT,145,173,6.0,7247,44,52,42.9,9,1.87,66.7
881,37,70.0,183.6,42,HIIT,267,99,6.4,10401,155,67,48.9,6,3.67,69.3
882,50,66.3,169.7,59,Cardio,544,73,6.8,19007,87,51,42.2,3,2.03,86.9
883,37,50.5,150.1,24,Yoga,145,157,5.8,11997,61,76,32.9,3,1.52,41.1
884,29,91.3,156.0,53,Cardio,639,87,8.0,7261,81,68,58.4,7,2.5,95.1
885,18,90.0,176.7,43,HIIT,186,131,9.7,6268,145,45,42.5,3,3.34,82.9
886,43,55.2,183.8,36,HIIT,484,139,9.5,7984,174,80,40.3,3,2.11,93.1
887,31,78.8,170.9,114,Cardio,364,154,8.0,2010,75,71,43.4,7,2.96,97.6
888,55,73.2,186.5,90,Strength,121,130,7.0,19144,90,50,36.5,9,1.91,53.6
889,54,55.9,176.1,100,Yoga,549,126,9.0,3177,86,75,33.0,9,3.16,74.7
890,28,99.0,153.7,111,Cardio,331,88,9.0,11168,127,56,34.5,3,3.01,69.2
891,53,60.7,159.6,41,HIIT,285,159,9.0,4389,178,70,35.0,8,3.04,72.3
892,30,53.4,192.0,34,Strength,425,120,4.9,8364,82,69,35.9,1,2.94,42.8
893,20,79.7,186.2,34,Yoga,282,162,4.2,17777,36,48,42.6,8,1.47,94.8
894,50,86.9,194.7,44,HIIT,496,127,9.9,13865,157,50,48.7,2,3.66,97.3
895,23,51.6,155.9,72,Yoga,580,68,9.8,14327,47,57,48.9,4,2.76,81.1
896,27,82.9,199.5,40,Strength,502,178,7.4,19866,149,69,30.0,7,2.15,55.5
897,22,76.6,160.5,85,HIIT,562,76,10.0,4310,179,75,57.6,6,1.52,87.2
898,40,55.2,150.6,110,Strength,516,108,8.6,5741,95,66,54.7,9,3.35,83.9
899,27,58.6,199.9,51,Cardio,301,122,7.1,9285,110,79,58.9,8,2.53,74.5
900,19,78.4,164.1,40,Cardio,164,143,6.3,5839,112,65,40.8,2,1.44,50.2
901,30,64.8,183.4,87,Yoga,654,137,7.6,9581,40,59,49.9,4,3.76,52.1
902,57,96.9,158.8,63,Strength,116,105,7.1,16137,49,47,35.0,1,1.32,75.4
903,19,90.9,179.0,102,Strength,282,152,10.0,7237,82,81,54.5,7,2.57,47.7
904,37,99.2,195.2,85,Yoga,490,72,6.9,14504,176,70,34.8,4,2.83,83.4
905,18,63.0,166.0,109,Yoga,143,159,9.0,3740,147,61,39.8,8,4.0,52.8
906,54,98.5,183.5,117,Yoga,581,104,8.9,7291,166,82,44.7,2,1.42,94.6
907,26,71.6,159.4,33,Cardio,362,112,4.4,7247,177,79,47.8,8,2.84,94.0
908,34,67.4,181.2,34,Yoga,273,76,4.5,10845,167,52,46.8,2,2.43,57.6
909,26,52.5,166.8,39,Cardio,540,106,8.0,13733,139,55,33.1,8,1.77,45.0
910,28,52.6,160.6,53,Yoga,665,121,5.6,8566,91,68,42.7,1,3.83,76.7
911,32,84.6,165.7,55,Strength,319,109,7.9,2852,165,52,57.7,2,3.37,66.9
912,41,72.9,158.9,102,Strength,657,102,4.9,11753,41,74,56.2,5,3.33,48.6
913,55,61.3,195.1,28,Yoga,493,127,6.4,14137,97,45,47.7,1,3.7,71.9
914,52,80.7,169.9,90,Yoga,294,143,4.6,12868,111,78,47.2,5,3.18,99.6
915,47,62.6,162.3,49,Cardio,508,134,5.7,16905,98,64,33.4,5,2.52,44.1
916,48,78.9,172.4,96,HIIT,570,165,4.5,19702,98,80,36.0,7,2.17,55.8
917,22,68.0,166.0,110,Cardio,446,145,9.8,18505,41,78,37.6,2,3.11,72.3
918,31,91.2,187.2,82,Strength,561,168,6.4,6254,164,78,44.6,2,2.81,87.6
919,28,91.0,198.6,54,Yoga,160,177,9.4,18239,63,57,51.9,6,2.63,41.1
920,26,73.9,171.9,32,Strength,265,131,9.8,10498,105,50,43.8,3,2.77,84.0
921,51,67.5,193.1,98,HIIT,250,87,9.5,14174,168,80,33.8,8,2.97,48.4
922,29,68.1,178.3,65,Cardio,210,104,6.7,3896,123,69,43.2,3,3.91,89.8
923,52,90.3,157.9,75,Strength,587,100,8.7,14878,33,71,34.9,4,3.26,81.5
924,52,66.4,184.5,28,Cardio,648,153,4.9,7976,172,75,52.5,7,1.53,67.4
925,18,60.5,175.7,106,Yoga,102,156,4.6,5911,39,47,35.0,1,2.4,89.3
926,57,54.2,182.5,55,Strength,582,156,9.3,18337,106,72,44.5,1,3.03,84.0
927,39,73.3,194.5,22,HIIT,112,170,4.2,10340,64,48,50.8,9,1.53,85.6
928,46,74.1,172.0,117,Cardio,261,177,9.8,19423,73,61,36.8,6,3.8,57.4
929,25,92.0,195.1,38,Cardio,443,95,8.0,11582,42,82,32.3,5,1.23,77.2
930,28,61.1,187.5,47,HIIT,548,150,6.5,5904,55,78,46.9,2,2.83,48.5
931,58,69.0,174.4,42,Strength,431,143,4.8,6876,42,64,31.6,2,3.93,89.3
932,54,90.4,180.2,26,Strength,363,92,8.3,10309,39,57,47.6,7,3.18,71.6
933,31,91.2,166.3,95,Cardio,182,84,7.4,2703,88,49,52.6,6,3.03,89.5
934,47,69.2,199.2,33,HIIT,433,167,8.3,7470,166,68,39.9,8,3.99,52.7
935,52,73.0,183.4,65,Cardio,479,166,6.5,8440,101,82,44.7,3,3.38,47.8
936,38,65.2,152.2,34,Cardio,318,78,4.4,4024,105,61,57.9,3,3.91,81.3
937,54,96.6,166.3,86,Yoga,553,106,5.9,17751,39,75,44.1,5,3.1,43.5
938,22,55.9,181.2,34,Strength,188,144,5.9,14730,115,72,59.9,4,3.0,54.6
939,36,96.7,152.8,70,Strength,432,165,4.1,6345,111,45,34.7,8,3.29,94.5
940,31,84.2,151.2,107,Yoga,409,92,4.1,12149,149,46,51.3,6,1.57,48.0
941,43,76.6,172.5,27,Strength,519,179,6.0,7634,76,77,49.6,8,3.42,62.5
942,21,51.6,166.6,88,Strength,453,126,8.4,19381,152,84,56.2,7,3.91,96.7
943,42,73.8,171.9,81,Strength,199,73,7.7,18789,19,73,32.8,2,2.83,41.2
944,59,70.4,163.1,70,HIIT,244,138,5.4,13040,95,48,38.4,9,1.04,66.7
945,42,58.1,158.2,82,Yoga,109,92,7.6,2243,70,62,34.0,6,1.22,87.2
946,35,82.8,184.5,87,Cardio,143,101,7.9,4414,32,68,58.0,6,1.7,94.5
947,57,98.6,175.7,97,HIIT,485,145,7.1,5856,20,76,42.8,2,2.47,84.1
948,25,78.1,160.0,35,Cardio,594,124,7.1,8263,25,53,57.3,9,2.24,93.3
949,56,85.7,166.0,103,Yoga,592,154,6.2,17185,58,60,38.8,1,3.94,42.1
950,57,53.4,179.6,43,Yoga,268,106,4.7,17799,119,65,33.8,6,3.84,46.0
951,31,70.9,153.6,25,Yoga,630,94,6.3,10624,89,74,38.9,8,2.18,84.3
952,49,55.8,157.4,76,Strength,435,176,6.1,14470,151,47,47.9,2,3.38,85.2
953,55,80.6,153.7,50,HIIT,612,143,7.6,15772,143,77,55.4,3,2.91,76.3
954,50,96.9,190.6,25,Yoga,229,91,9.1,3141,179,75,41.6,7,1.73,83.8
955,40,83.1,187.6,118,Cardio,638,114,6.3,6126,154,58,57.4,1,3.79,91.5
956,32,53.8,187.7,98,Strength,613,113,8.3,16863,128,50,37.3,5,1.78,72.7
957,50,67.7,185.8,48,Strength,349,135,8.9,15584,51,49,50.8,6,3.61,96.8
958,42,77.5,183.5,86,HIIT,237,110,5.3,6197,19,73,52.1,7,2.91,81.7
959,34,70.2,173.8,94,HIIT,374,139,9.4,7824,58,81,38.2,7,2.86,68.3
960,50,91.7,182.1,22,HIIT,563,118,4.4,14097,18,80,30.8,3,3.52,65.3
961,19,90.7,151.9,47,Strength,240,131,9.4,14115,176,65,41.0,7,2.48,85.0
962,31,80.6,181.1,93,Yoga,355,179,5.0,19774,11,56,31.4,1,3.56,77.8
963,57,68.7,188.9,116,Cardio,555,73,6.0,6925,77,67,57.0,4,2.65,89.0
964,57,62.8,175.0,67,Yoga,533,77,7.6,19001,61,58,58.6,7,3.95,86.9
965,56,55.3,167.9,99,Cardio,272,114,9.4,4469,148,54,52.1,7,2.98,71.5
966,23,67.7,163.9,29,Yoga,572,153,5.5,14468,46,71,51.8,4,2.12,96.7
967,23,70.7,182.1,52,HIIT,522,156,8.6,4702,31,46,37.2,1,3.29,82.3
968,20,83.8,184.6,119,Cardio,538,157,8.3,8257,14,58,32.2,8,2.53,52.1
969,24,82.9,193.5,86,Strength,156,115,5.0,10105,139,51,54.1,4,3.42,77.1
970,25,53.5,167.1,88,Cardio,597,167,6.9,5165,142,61,46.8,2,3.5,52.1
971,59,69.8,188.5,31,Strength,268,108,6.9,13370,108,64,50.4,4,2.85,73.5
972,32,59.1,178.1,76,Yoga,681,157,5.8,12483,169,52,53.4,8,3.62,87.4
973,46,57.8,194.1,63,HIIT,660,119,8.7,16758,156,64,42.3,8,2.21,88.8
974,50,91.4,176.4,32,Cardio,527,172,9.6,6430,112,80,34.3,5,1.17,79.0
975,47,52.1,175.9,43,Strength,518,112,8.3,11238,124,49,53.9,2,2.99,87.0
976,56,71.0,178.9,63,Yoga,446,130,9.8,7992,13,57,43.6,7,3.29,68.3
977,44,58.4,187.5,76,HIIT,616,65,4.3,14249,96,83,54.8,3,1.22,73.0
978,53,94.0,198.2,115,HIIT,554,129,4.2,8597,55,82,43.1,6,3.31,92.8
979,46,77.9,153.7,35,HIIT,301,145,9.4,3407,92,61,36.5,9,2.92,69.6
980,55,61.6,152.7,115,Yoga,278,67,9.4,11201,163,50,35.1,5,1.35,61.1
981,50,75.1,196.9,119,Yoga,156,160,4.6,7557,59,63,52.3,9,2.62,87.8
982,54,86.6,176.5,40,Yoga,600,74,6.1,17515,35,69,47.2,4,1.33,43.0
983,44,97.9,180.7,95,HIIT,211,85,9.0,5406,80,47,42.1,9,1.96,97.5
984,50,61.0,174.1,70,Cardio,247,98,4.8,13794,41,72,44.8,1,3.41,60.4
985,21,94.3,154.7,40,Strength,477,62,5.6,7700,120,70,46.5,4,1.3,77.8
986,39,96.7,188.4,79,Yoga,447,116,8.1,10127,126,52,37.2,1,2.38,81.1
987,19,95.8,187.4,70,Cardio,457,69,9.9,12740,106,59,41.3,9,2.82,48.2
988,27,81.8,165.6,40,Strength,155,62,8.8,3545,35,45,38.8,8,3.82,89.4
989,22,81.5,165.3,25,HIIT,415,153,8.7,18518,97,84,41.7,8,3.21,74.3
990,27,70.2,191.9,92,Cardio,284,105,6.1,4859,60,67,45.0,7,1.42,59.7
991,50,87.6,153.6,84,HIIT,153,81,8.0,15057,96,80,35.2,9,3.91,91.0
992,55,76.6,194.1,95,Strength,136,126,4.7,8003,175,60,41.8,3,2.43,77.5
993,30,83.9,162.8,77,Yoga,369,124,10.0,3264,35,48,41.6,7,2.11,87.1
994,48,71.4,179.6,97,HIIT,607,156,6.9,18548,133,52,38.6,6,1.39,99.5
995,53,86.6,196.8,25,Cardio,327,78,7.8,14612,40,80,60.0,5,3.8,47.8
996,41,91.2,183.9,84,Yoga,527,159,9.3,18019,135,54,32.2,9,2.76,85.0
997,32,57.3,170.7,105,Cardio,100,121,4.0,17577,54,74,49.3,4,3.96,85.5
998,46,91.6,184.5,53,Strength,122,157,9.9,10811,40,80,35.2,3,1.52,92.5
999,25,77.0,167.2,75,Strength,602,116,6.2,8725,120,60,55.2,3,2.64,64.5
1000,22,92.2,163.9,94,Yoga,547,154,6.0,8814,70,74,57.4,2,1.33,92.2
1001,46,71.6,199.8,22,Cardio,595,166,4.9,18185,54,54,42.0,1,2.57,78.4
1002,21,69.0,187.5,61,Cardio,524,147,9.1,5972,69,55,54.7,3,3.67,44.1
1003,29,95.8,182.2,81,Cardio,117,135,9.2,9594,61,78,37.5,8,1.33,41.9
1004,19,62.6,167.8,25,Cardio,544,72,4.1,18786,61,60,34.2,6,1.81,68.9
1005,44,92.2,152.5,25,Strength,660,75,4.3,9199,85,63,39.5,2,3.05,87.1
1006,48,74.2,151.6,82,Cardio,658,75,9.5,8264,71,48,40.3,8,1.23,63.1
1007,53,75.7,177.7,39,Strength,138,174,4.7,17874,163,75,41.9,5,2.36,91.1
1008,53,65.4,188.1,40,Cardio,309,178,7.7,6480,76,79,41.2,4,2.0,69.5
1009,43,78.7,176.9,21,Cardio,310,111,7.7,8619,88,78,42.3,1,3.51,41.6
1010,44,66.3,192.0,109,HIIT,664,176,9.2,4607,58,70,51.3,1,1.15,98.4
1011,22,52.0,151.7,114,HIIT,380,143,7.4,11382,97,83,37.4,4,3.59,69.4
1012,37,63.6,168.3,109,Cardio,232,100,6.6,10580,124,50,30.6,9,3.11,79.0
1013,28,50.3,161.9,75,Strength,548,107,9.8,19173,53,77,44.7,6,1.89,52.0
1014,27,98.9,172.4,115,Cardio,363,150,5.4,3494,45,71,43.4,1,1.59,57.8
1015,57,98.3,153.6,29,HIIT,210,98,5.6,16388,31,56,31.8,8,3.85,69.1
1016,55,69.8,197.7,106,Cardio,654,72,4.5,8710,139,52,34.0,9,2.66,91.4
1017,23,86.4,161.2,89,HIIT,337,63,9.9,2820,16,53,45.3,2,2.03,46.1
1018,25,67.3,196.1,42,Cardio,556,155,8.2,14228,25,45,37.0,6,1.13,86.8
1019,40,83.6,171.3,111,Yoga,615,168,4.1,19847,103,49,56.3,7,1.5,74.8
1020,43,90.3,199.3,49,Cardio,272,163,8.2,13257,53,51,35.2,1,2.79,70.0
1021,29,97.3,177.7,97,Strength,292,157,6.4,13837,119,62,30.6,5,2.54,92.6
1022,43,70.0,196.5,56,HIIT,614,162,9.8,14220,74,84,43.4,5,3.27,47.1
1023,30,89.2,150.3,74,Yoga,667,102,5.7,5965,82,68,59.6,3,3.5,99.4
1024,57,63.3,187.4,115,HIIT,508,140,8.3,15038,80,70,49.0,2,2.19,91.3
1025,35,99.5,195.2,68,HIIT,183,147,7.8,11508,167,54,40.6,1,1.3,59.5
1026,42,51.3,157.0,53,Strength,179,152,4.1,18565,179,84,30.5,6,3.37,67.1
1027,50,80.2,154.8,63,Cardio,677,105,9.3,8000,83,56,44.5,7,2.66,41.5
1028,57,83.0,171.2,41,Strength,308,151,4.8,11152,34,66,36.2,2,3.94,71.7
1029,29,84.4,196.7,50,Cardio,621,168,8.0,19373,91,71,49.4,2,3.39,72.9
1030,53,56.0,177.1,26,Yoga,298,106,8.7,11917,80,47,47.5,5,1.99,95.6
1031,21,96.9,176.4,40,Strength,670,145,7.8,16654,66,62,38.0,5,2.29,63.3
1032,22,59.1,157.1,35,Strength,333,151,4.6,2706,169,49,32.1,3,1.71,74.2
1033,54,81.1,150.0,39,HIIT,343,112,9.9,6847,59,58,52.7,3,2.54,84.4
1034,25,61.1,190.5,62,Strength,492,84,5.4,14893,84,69,47.6,1,3.13,76.5
1035,59,65.4,154.4,63,Cardio,665,100,7.8,6649,147,75,55.3,3,2.84,49.4
1036,45,77.3,181.7,66,Strength,545,62,8.8,13613,159,65,37.8,9,2.03,50.3
1037,48,70.9,195.7,38,Strength,492,136,9.6,8596,50,82,49.6,2,3.47,48.3
1038,26,58.0,160.4,67,Yoga,108,154,7.6,15938,56,64,33.6,1,1.32,53.1
1039,46,58.5,183.3,115,Cardio,252,72,5.6,10614,151,58,38.8,9,1.43,59.7
1040,31,70.9,153.9,98,HIIT,209,164,9.0,12106,140,64,49.7,5,2.21,84.4
1041,57,87.9,180.2,88,Cardio,365,77,5.0,14277,87,81,54.8,8,3.11,43.7
1042,58,94.9,158.2,30,Yoga,472,96,4.1,17448,62,74,39.6,4,3.08,89.2
1043,39,54.2,186.8,98,Cardio,251,102,9.4,15133,25,64,54.0,8,2.1,55.7
1044,28,69.7,165.1,48,Cardio,694,93,7.5,13374,128,51,50.3,5,3.09,76.8
1045,40,55.0,173.2,64,Strength,514,140,4.4,6646,37,49,40.5,6,1.18,73.2
1046,18,50.8,180.0,87,Strength,425,114,7.5,15708,172,75,56.3,6,1.87,49.2
1047,54,83.1,158.6,55,Cardio,650,111,4.9,8090,139,73,45.3,6,3.08,57.2
1048,38,80.1,187.1,67,Cardio,275,144,4.2,14784,70,59,49.4,2,1.55,57.8
1049,43,58.2,165.1,106,HIIT,624,95,4.7,13279,64,69,44.9,9,1.64,77.4
1050,53,61.7,183.1,34,Yoga,414,113,8.7,17392,27,57,43.6,7,1.26,87.3
1051,40,51.2,157.9,63,Strength,166,118,8.5,12984,58,68,55.4,3,2.09,99.8
1052,18,91.7,184.4,86,Strength,652,173,7.6,4536,111,59,38.8,2,3.47,45.8
1053,57,98.7,156.4,115,Strength,283,179,5.3,8879,51,68,31.1,4,3.51,96.3
1054,32,56.8,171.3,93,Strength,134,111,8.4,16793,16,70,56.4,8,3.59,73.7
1055,38,61.6,162.4,59,Cardio,604,163,6.4,9438,141,63,54.8,9,1.11,61.4
1056,26,93.4,187.4,105,Cardio,175,78,7.1,6634,68,68,41.0,2,3.98,57.1
1057,26,96.3,163.1,33,HIIT,571,71,9.4,18951,58,63,35.6,6,2.51,52.5
1058,27,71.0,194.1,82,Strength,681,151,6.7,18504,69,61,50.3,8,3.62,73.4
1059,43,52.5,194.6,100,Strength,622,70,7.8,8768,15,49,32.4,3,3.72,96.8
1060,58,52.0,159.8,104,Cardio,382,107,9.8,10507,157,48,42.7,9,2.54,50.9
1061,52,78.7,180.7,70,HIIT,635,160,6.7,17357,40,66,32.6,4,1.15,66.2
1062,42,69.6,154.4,98,Cardio,373,151,7.4,2620,125,54,47.9,5,2.79,52.2
1063,43,51.4,169.6,77,Strength,638,158,7.5,2453,159,65,30.8,7,2.0,50.5
1064,28,79.2,185.7,34,Strength,153,167,5.4,15831,94,69,48.9,5,1.62,92.0
1065,55,50.6,183.0,84,Yoga,154,138,8.4,2958,169,50,50.2,4,1.55,55.7
1066,19,89.4,181.2,107,Yoga,376,75,8.4,12200,56,74,44.6,4,2.68,54.9
1067,24,65.3,164.1,74,Yoga,542,168,5.3,2762,171,73,35.3,5,1.31,94.6
1068,35,52.0,168.9,95,HIIT,517,130,4.1,17069,164,55,33.0,3,3.46,63.2
1069,44,79.4,155.1,29,Cardio,324,106,10.0,15697,53,55,39.4,9,1.68,40.5
1070,51,69.9,186.0,61,Strength,669,126,7.5,17129,167,71,44.0,2,2.65,83.3
1071,44,98.7,175.2,114,Strength,354,90,5.1,10388,170,63,49.3,7,1.38,71.0
1072,34,77.2,185.4,30,HIIT,275,135,5.7,18644,164,66,30.0,4,3.58,86.4
1073,41,63.8,162.4,35,Strength,665,67,7.7,8746,65,72,51.3,8,3.08,74.2
1074,42,85.5,166.2,92,Strength,245,148,4.8,7890,160,48,51.4,7,1.62,61.1
1075,24,63.6,166.7,97,Cardio,484,120,4.2,8053,52,81,43.3,8,3.15,44.0
1076,23,95.2,151.3,38,Yoga,361,103,8.8,3280,63,63,40.3,4,1.25,92.0
1077,41,68.7,167.1,50,Yoga,630,109,8.3,18519,77,61,55.3,2,3.32,52.4
1078,50,77.5,190.2,92,HIIT,470,94,5.9,9877,62,84,53.5,7,2.47,98.3
1079,46,52.5,194.9,119,Yoga,296,135,4.4,4545,49,80,59.5,9,1.36,54.8
1080,39,71.3,175.9,72,Yoga,684,120,6.9,16447,95,67,41.2,6,2.65,89.6
1081,43,91.6,172.8,109,HIIT,696,178,5.7,13677,146,72,57.2,7,1.6,87.3
1082,45,90.3,151.5,27,HIIT,383,144,6.4,10560,104,55,32.6,6,3.02,67.8
1083,38,61.2,194.0,43,Yoga,401,149,5.6,5662,147,58,42.3,2,3.13,64.1
1084,24,61.3,150.7,27,Cardio,231,114,5.1,17737,19,57,44.0,9,3.28,82.2
1085,34,90.9,197.2,102,HIIT,219,125,6.3,15055,167,68,43.2,5,3.68,71.7
1086,37,96.5,174.5,67,Strength,235,73,9.8,8729,147,60,48.8,3,2.96,77.9
1087,58,54.8,167.1,49,HIIT,672,169,5.6,14798,45,72,35.1,4,2.48,68.2
1088,37,72.5,196.2,77,Strength,628,63,6.0,6808,52,74,56.0,4,3.56,73.4
1089,39,66.9,151.2,105,HIIT,133,76,6.0,10048,116,83,46.6,9,3.7,51.3
1090,45,93.5,179.1,74,HIIT,631,170,6.9,15107,160,71,57.1,5,3.35,43.3
1091,57,54.2,177.4,92,Yoga,307,171,9.1,8520,141,61,30.1,2,3.83,61.4
1092,24,60.6,161.0,81,Yoga,398,128,6.4,18928,149,70,48.9,6,3.94,68.0
1093,18,87.6,171.4,67,Yoga,621,83,8.8,5423,133,51,42.4,7,1.75,94.4
1094,49,52.6,182.6,23,Cardio,193,108,4.7,6483,58,79,45.2,8,1.55,64.8
1095,30,74.6,186.4,56,Yoga,513,114,9.4,14527,161,59,52.3,5,2.35,66.0
1096,47,72.1,150.0,27,Yoga,470,130,5.1,9119,150,60,36.8,8,3.99,80.5
1097,40,66.7,196.8,20,HIIT,508,82,4.2,19481,133,65,36.1,8,1.27,52.4
1098,36,69.7,158.2,111,HIIT,482,170,5.0,12718,77,61,51.1,4,3.14,92.3
1099,49,76.5,161.7,89,Cardio,540,140,5.1,17373,111,70,45.6,7,3.55,65.7
1100,47,58.1,163.2,66,Strength,546,71,7.1,7435,99,79,37.0,9,3.99,95.8
1101,46,78.6,151.9,119,HIIT,170,70,6.7,14355,171,64,44.5,4,2.86,56.3
1102,46,90.3,156.2,94,HIIT,183,174,8.3,3719,18,64,43.8,9,2.14,67.9
1103,47,88.0,199.3,24,Strength,308,134,4.3,7768,19,67,50.7,4,1.5,86.7
1104,33,57.7,165.8,69,Cardio,358,157,7.0,13881,134,49,30.1,1,3.95,73.4
1105,57,57.5,155.8,43,HIIT,338,170,6.0,11166,124,53,47.6,4,3.77,79.7
1106,36,63.4,155.3,66,Yoga,401,160,7.8,18798,74,67,48.2,2,3.41,56.8
1107,35,68.1,186.0,37,Cardio,331,173,4.3,11042,121,62,52.4,6,3.83,59.7
1108,18,70.4,192.7,103,Strength,381,88,4.2,13969,81,73,56.7,8,1.18,70.5
1109,31,84.0,162.8,47,Strength,493,121,6.6,9203,83,55,43.2,6,2.89,52.1
1110,19,52.8,151.0,96,Yoga,517,112,8.9,6641,63,52,40.3,9,1.82,47.6
1111,45,51.7,161.2,24,Yoga,305,176,8.0,16374,98,71,33.1,6,3.3,90.6
1112,47,69.6,152.8,49,Yoga,363,107,4.1,16546,104,46,40.1,7,1.29,86.5
